Név,Dátum,Utolsó ár,Mennyiség
FHB,2015.01.07.,698.0,2469.0
FHB,2015.01.08.,715.0,16971.0
FHB,2015.01.09.,700.0,7526.0
FHB,2015.01.12.,702.0,905.0
FHB,2015.01.13.,706.0,15088.0
FHB,2015.01.14.,706.0,1967.0
FHB,2015.01.15.,673.0,56670.0
FHB,2015.01.16.,675.0,22993.0
FHB,2015.01.19.,685.0,5982.0
FHB,2015.01.20.,695.0,22158.0
FHB,2015.01.21.,690.0,13084.0
FHB,2015.01.22.,692.0,11204.0
FHB,2015.01.23.,688.0,12304.0
FHB,2015.01.26.,681.0,11226.0
FHB,2015.01.27.,676.0,14983.0
FHB,2015.01.28.,692.0,47986.0
FHB,2015.01.29.,695.0,105749.0
FHB,2015.01.30.,694.0,6166.0
FHB,2015.02.02.,690.0,1065.0
FHB,2015.02.03.,704.0,26276.0
FHB,2015.02.04.,740.0,95697.0
FHB,2015.02.05.,735.0,19353.0
FHB,2015.02.06.,720.0,17066.0
FHB,2015.02.09.,748.0,66864.0
FHB,2015.02.10.,775.0,147959.0
FHB,2015.02.11.,769.0,35242.0
FHB,2015.02.12.,773.0,51166.0
FHB,2015.02.13.,773.0,15755.0
FHB,2015.02.16.,764.0,9091.0
FHB,2015.02.17.,765.0,17144.0
FHB,2015.02.18.,770.0,23862.0
FHB,2015.02.19.,782.0,33307.0
FHB,2015.02.20.,785.0,47573.0
FHB,2015.02.23.,789.0,27506.0
FHB,2015.02.24.,796.0,42588.0
FHB,2015.02.25.,787.0,10133.0
FHB,2015.02.26.,789.0,5902.0
FHB,2015.02.27.,797.0,46716.0
FHB,2015.03.02.,785.0,7018.0
FHB,2015.03.03.,782.0,21932.0
FHB,2015.03.04.,781.0,3603.0
FHB,2015.03.05.,796.0,42555.0
FHB,2015.03.06.,792.0,11559.0
FHB,2015.03.09.,790.0,17939.0
FHB,2015.03.10.,789.0,8585.0
FHB,2015.03.11.,787.0,15435.0
FHB,2015.03.12.,786.0,5345.0
FHB,2015.03.13.,789.0,9659.0
FHB,2015.03.16.,795.0,16514.0
FHB,2015.03.17.,787.0,15386.0
FHB,2015.03.18.,785.0,275.0
FHB,2015.03.19.,783.0,19673.0
FHB,2015.03.20.,780.0,40119.0
FHB,2015.03.23.,779.0,4735.0
FHB,2015.03.24.,769.0,30150.0
FHB,2015.03.25.,768.0,43505.0
FHB,2015.03.26.,750.0,36644.0
FHB,2015.03.27.,755.0,17756.0
FHB,2015.03.30.,740.0,14525.0
FHB,2015.03.31.,735.0,18178.0
FHB,2015.04.01.,754.0,10776.0
FHB,2015.04.02.,765.0,18375.0
FHB,2015.04.07.,764.0,16522.0
FHB,2015.04.08.,753.0,27803.0
FHB,2015.04.09.,744.0,6648.0
FHB,2015.04.10.,763.0,14563.0
FHB,2015.04.13.,782.0,52316.0
FHB,2015.04.14.,770.0,33035.0
FHB,2015.04.15.,761.0,22135.0
FHB,2015.04.16.,775.0,17383.0
FHB,2015.04.17.,775.0,17532.0
FHB,2015.04.20.,766.0,3651.0
FHB,2015.04.21.,766.0,15214.0
FHB,2015.04.22.,770.0,3794.0
FHB,2015.04.23.,764.0,6307.0
FHB,2015.04.24.,760.0,9430.0
FHB,2015.04.27.,772.0,39900.0
FHB,2015.04.28.,791.0,116524.0
FHB,2015.04.29.,783.0,42002.0
FHB,2015.04.30.,780.0,16510.0
FHB,2015.05.04.,801.0,59878.0
FHB,2015.05.05.,828.0,156681.0
FHB,2015.05.06.,833.0,26965.0
FHB,2015.05.07.,815.0,29868.0
FHB,2015.05.08.,820.0,14092.0
FHB,2015.05.11.,820.0,7745.0
FHB,2015.05.12.,815.0,9476.0
FHB,2015.05.13.,801.0,15952.0
FHB,2015.05.14.,798.0,6743.0
FHB,2015.05.15.,800.0,11943.0
FHB,2015.05.18.,779.0,34730.0
FHB,2015.05.19.,780.0,12587.0
FHB,2015.05.20.,785.0,13520.0
FHB,2015.05.21.,781.0,6721.0
FHB,2015.05.22.,792.0,7041.0
FHB,2015.05.26.,799.0,13396.0
FHB,2015.05.27.,793.0,15392.0
FHB,2015.05.28.,783.0,8804.0
FHB,2015.05.29.,789.0,11200.0
FHB,2015.06.01.,785.0,5307.0
FHB,2015.06.02.,791.0,12907.0
FHB,2015.06.03.,800.0,31660.0
FHB,2015.06.04.,790.0,9380.0
FHB,2015.06.05.,803.0,6962.0
FHB,2015.06.08.,788.0,2202.0
FHB,2015.06.09.,799.0,1121.0
FHB,2015.06.10.,787.0,2816.0
FHB,2015.06.11.,798.0,5078.0
FHB,2015.06.12.,798.0,786.0
FHB,2015.06.15.,776.0,32387.0
FHB,2015.06.16.,778.0,5057.0
FHB,2015.06.17.,765.0,2370.0
FHB,2015.06.18.,779.0,4892.0
FHB,2015.06.19.,779.0,22958.0
FHB,2015.06.22.,773.0,4900.0
FHB,2015.06.23.,788.0,5786.0
FHB,2015.06.24.,777.0,9686.0
FHB,2015.06.25.,776.0,1480.0
FHB,2015.06.26.,779.0,2904.0
FHB,2015.06.29.,760.0,8059.0
FHB,2015.06.30.,780.0,3822.0
FHB,2015.07.01.,768.0,4360.0
FHB,2015.07.02.,779.0,122.0
FHB,2015.07.03.,771.0,4482.0
FHB,2015.07.06.,760.0,1921.0
FHB,2015.07.07.,761.0,1337.0
FHB,2015.07.08.,770.0,4521.0
FHB,2015.07.09.,770.0,2446.0
FHB,2015.07.10.,772.0,3292.0
FHB,2015.07.13.,769.0,4004.0
FHB,2015.07.14.,761.0,17058.0
FHB,2015.07.15.,769.0,4230.0
FHB,2015.07.16.,769.0,1554.0
FHB,2015.07.17.,771.0,3490.0
FHB,2015.07.20.,770.0,2403.0
FHB,2015.07.21.,770.0,4143.0
FHB,2015.07.22.,775.0,1253.0
FHB,2015.07.23.,775.0,10919.0
FHB,2015.07.24.,775.0,330.0
FHB,2015.07.27.,779.0,3135.0
FHB,2015.07.28.,770.0,1436.0
FHB,2015.07.29.,766.0,461.0
FHB,2015.07.30.,785.0,6348.0
FHB,2015.07.31.,771.0,15481.0
FHB,2015.08.03.,768.0,254.0
FHB,2015.08.04.,763.0,8005.0
FHB,2015.08.05.,772.0,13135.0
FHB,2015.08.06.,763.0,10246.0
FHB,2015.08.07.,765.0,350.0
FHB,2015.08.10.,770.0,302.0
FHB,2015.08.11.,775.0,3880.0
FHB,2015.08.12.,765.0,224.0
FHB,2015.08.13.,773.0,1481.0
FHB,2015.08.14.,761.0,6065.0
FHB,2015.08.17.,773.0,2085.0
FHB,2015.08.18.,772.0,405.0
FHB,2015.08.19.,766.0,697.0
FHB,2015.08.24.,695.0,65980.0
FHB,2015.08.25.,723.0,47159.0
FHB,2015.08.26.,721.0,12797.0
FHB,2015.08.27.,733.0,4870.0
FHB,2015.08.28.,725.0,3448.0
FHB,2015.08.31.,701.0,27268.0
FHB,2015.09.01.,683.0,44583.0
FHB,2015.09.02.,719.0,27743.0
FHB,2015.09.03.,720.0,5181.0
FHB,2015.09.04.,720.0,2340.0
FHB,2015.09.07.,704.0,17844.0
FHB,2015.09.08.,711.0,3373.0
FHB,2015.09.09.,717.0,1740.0
FHB,2015.09.10.,711.0,280.0
FHB,2015.09.11.,715.0,3524.0
FHB,2015.09.14.,708.0,2722.0
FHB,2015.09.15.,701.0,1716.0
FHB,2015.09.16.,701.0,2517.0
FHB,2015.09.17.,704.0,8268.0
FHB,2015.09.18.,694.0,12432.0
FHB,2015.09.21.,710.0,5769.0
FHB,2015.09.22.,703.0,1341.0
FHB,2015.09.23.,704.0,164.0
FHB,2015.09.24.,710.0,12950.0
FHB,2015.09.25.,701.0,335.0
FHB,2015.09.28.,710.0,3671.0
FHB,2015.09.29.,702.0,15370.0
FHB,2015.09.30.,713.0,5516.0
FHB,2015.10.01.,700.0,2264.0
FHB,2015.10.02.,710.0,2138.0
FHB,2015.10.05.,705.0,2120.0
FHB,2015.10.06.,711.0,2715.0
FHB,2015.10.07.,704.0,3240.0
FHB,2015.10.08.,703.0,4536.0
FHB,2015.10.09.,705.0,7131.0
FHB,2015.10.12.,707.0,9582.0
FHB,2015.10.13.,712.0,435.0
FHB,2015.10.14.,705.0,9318.0
FHB,2015.10.15.,712.0,764.0
FHB,2015.10.16.,704.0,8607.0
FHB,2015.10.19.,702.0,32935.0
FHB,2015.10.20.,697.0,11835.0
FHB,2015.10.21.,700.0,7795.0
FHB,2015.10.22.,690.0,7047.0
FHB,2015.10.26.,710.0,7467.0
FHB,2015.10.27.,695.0,2433.0
FHB,2015.10.28.,700.0,57.0
FHB,2015.10.29.,690.0,7268.0
FHB,2015.10.30.,700.0,7763.0
FHB,2015.11.02.,700.0,15166.0
FHB,2015.11.03.,700.0,4880.0
FHB,2015.11.04.,695.0,5942.0
FHB,2015.11.05.,695.0,95.0
FHB,2015.11.06.,700.0,1695.0
FHB,2015.11.09.,690.0,3595.0
FHB,2015.11.10.,688.0,10207.0
FHB,2015.11.11.,689.0,11001.0
FHB,2015.11.12.,680.0,8790.0
FHB,2015.11.13.,679.0,6440.0
FHB,2015.11.16.,670.0,34080.0
FHB,2015.11.17.,675.0,30012.0
FHB,2015.11.18.,678.0,15320.0
FHB,2015.11.19.,682.0,26572.0
FHB,2015.11.20.,685.0,2271.0
FHB,2015.11.23.,688.0,3956.0
FHB,2015.11.24.,685.0,5639.0
FHB,2015.11.25.,676.0,15099.0
FHB,2015.11.26.,676.0,6264.0
FHB,2015.11.27.,677.0,1655.0
FHB,2015.11.30.,675.0,12256.0
FHB,2015.12.01.,677.0,4725.0
FHB,2015.12.02.,674.0,1982.0
FHB,2015.12.03.,674.0,16265.0
FHB,2015.12.04.,675.0,12948.0
FHB,2015.12.07.,647.0,52197.0
FHB,2015.12.08.,646.0,20956.0
FHB,2015.12.09.,656.0,18765.0
FHB,2015.12.10.,650.0,76501.0
FHB,2015.12.11.,638.0,44370.0
FHB,2015.12.14.,636.0,26649.0
FHB,2015.12.15.,643.0,28486.0
FHB,2015.12.16.,636.0,40130.0
FHB,2015.12.17.,645.0,113600.0
FHB,2015.12.18.,670.0,55667.0
FHB,2015.12.21.,687.0,44060.0
FHB,2015.12.22.,700.0,54695.0
FHB,2015.12.23.,699.0,22748.0
FHB,2015.12.28.,,
FHB,2015.12.29.,,
FHB,2015.12.30.,,
FHB,2016.01.04.,726.0,87182.0
FHB,2016.01.05.,735.0,43186.0
FHB,2016.01.06.,741.0,27450.0
FHB,2016.01.07.,722.0,34247.0
FHB,2016.01.08.,734.0,28823.0
FHB,2016.01.11.,730.0,12633.0
FHB,2016.01.12.,731.0,13739.0
FHB,2016.01.13.,725.0,21289.0
FHB,2016.01.14.,732.0,21496.0
FHB,2016.01.15.,731.0,16547.0
FHB,2016.01.18.,725.0,15359.0
FHB,2016.01.19.,717.0,14118.0
FHB,2016.01.20.,717.0,27590.0
FHB,2016.01.21.,730.0,23077.0
FHB,2016.01.22.,735.0,35359.0
FHB,2016.01.25.,734.0,18072.0
FHB,2016.01.26.,734.0,16600.0
FHB,2016.01.27.,770.0,93096.0
FHB,2016.01.28.,758.0,44058.0
FHB,2016.01.29.,779.0,52187.0
FHB,2016.02.01.,773.0,31565.0
FHB,2016.02.02.,758.0,16748.0
FHB,2016.02.03.,747.0,7845.0
FHB,2016.02.04.,755.0,8191.0
FHB,2016.02.05.,750.0,2160.0
FHB,2016.02.08.,732.0,26024.0
FHB,2016.02.09.,745.0,20771.0
FHB,2016.02.10.,748.0,15242.0
FHB,2016.02.11.,751.0,11098.0
FHB,2016.02.12.,743.0,10309.0
FHB,2016.02.15.,760.0,5882.0
FHB,2016.02.16.,762.0,5400.0
FHB,2016.02.17.,750.0,10689.0
FHB,2016.02.18.,750.0,16864.0
FHB,2016.02.19.,743.0,17028.0
FHB,2016.02.22.,753.0,18578.0
FHB,2016.02.23.,740.0,16574.0
FHB,2016.02.24.,731.0,15631.0
FHB,2016.02.25.,740.0,15789.0
FHB,2016.02.26.,745.0,13223.0
FHB,2016.02.29.,733.0,11140.0
FHB,2016.03.01.,748.0,8739.0
FHB,2016.03.02.,758.0,20329.0
FHB,2016.03.03.,762.0,15193.0
FHB,2016.03.04.,764.0,25857.0
FHB,2016.03.07.,765.0,9886.0
FHB,2016.03.08.,757.0,22416.0
FHB,2016.03.09.,760.0,14002.0
FHB,2016.03.10.,749.0,17036.0
FHB,2016.03.11.,760.0,13507.0
FHB,2016.03.16.,745.0,13203.0
FHB,2016.03.17.,740.0,37797.0
FHB,2016.03.18.,730.0,88463.0
FHB,2016.03.21.,734.0,89998.0
FHB,2016.03.22.,736.0,34125.0
FHB,2016.03.23.,736.0,19661.0
FHB,2016.03.24.,733.0,8616.0
FHB,2016.03.29.,742.0,7275.0
FHB,2016.03.30.,742.0,4991.0
FHB,2016.03.31.,737.0,15277.0
FHB,2016.04.01.,735.0,7911.0
FHB,2016.04.04.,738.0,7731.0
FHB,2016.04.05.,730.0,7988.0
FHB,2016.04.06.,739.0,5040.0
FHB,2016.04.07.,734.0,19937.0
FHB,2016.04.08.,740.0,6791.0
FHB,2016.04.11.,735.0,9592.0
FHB,2016.04.12.,725.0,50663.0
FHB,2016.04.13.,734.0,24998.0
FHB,2016.04.14.,740.0,15301.0
FHB,2016.04.15.,739.0,13559.0
FHB,2016.04.18.,738.0,7589.0
FHB,2016.04.19.,739.0,5725.0
FHB,2016.04.20.,734.0,10252.0
FHB,2016.04.21.,738.0,9214.0
FHB,2016.04.22.,738.0,8255.0
FHB,2016.04.25.,736.0,13842.0
FHB,2016.04.26.,738.0,4623.0
FHB,2016.04.27.,729.0,19502.0
FHB,2016.04.28.,737.0,9552.0
FHB,2016.04.29.,731.0,6648.0
FHB,2016.05.02.,725.0,8068.0
FHB,2016.05.03.,728.0,8403.0
FHB,2016.05.04.,724.0,31440.0
FHB,2016.05.05.,730.0,14326.0
FHB,2016.05.06.,720.0,10287.0
FHB,2016.05.09.,722.0,7355.0
FHB,2016.05.10.,730.0,4658.0
FHB,2016.05.11.,723.0,13262.0
FHB,2016.05.12.,725.0,3145.0
FHB,2016.05.13.,720.0,6010.0
FHB,2016.05.17.,707.0,6341.0
FHB,2016.05.18.,700.0,13929.0
FHB,2016.05.19.,699.0,4040.0
FHB,2016.05.20.,712.0,5950.0
FHB,2016.05.23.,711.0,9013.0
FHB,2016.05.24.,720.0,408.0
FHB,2016.05.25.,720.0,979.0
FHB,2016.05.26.,710.0,3615.0
FHB,2016.05.27.,710.0,3733.0
FHB,2016.05.30.,713.0,2259.0
FHB,2016.05.31.,703.0,2966.0
FHB,2016.06.01.,713.0,9342.0
FHB,2016.06.02.,702.0,4468.0
FHB,2016.06.03.,709.0,4490.0
FHB,2016.06.06.,690.0,19709.0
FHB,2016.06.07.,680.0,17654.0
FHB,2016.06.08.,578.0,155070.0
FHB,2016.06.09.,540.0,345753.0
FHB,2016.06.10.,514.0,150500.0
FHB,2016.06.13.,514.0,116213.0
FHB,2016.06.14.,524.0,54775.0
FHB,2016.06.15.,516.0,51469.0
FHB,2016.06.16.,504.0,47285.0
FHB,2016.06.17.,444.0,177967.0
FHB,2016.06.20.,404.0,182668.0
FHB,2016.06.21.,410.0,86813.0
FHB,2016.06.22.,411.0,103129.0
FHB,2016.06.23.,422.0,42603.0
FHB,2016.06.24.,418.0,71927.0
FHB,2016.06.27.,420.0,12859.0
FHB,2016.06.28.,465.0,65519.0
FHB,2016.06.29.,534.0,176954.0
FHB,2016.06.30.,568.0,418356.0
FHB,2016.07.01.,545.0,72649.0
FHB,2016.07.04.,530.0,17126.0
FHB,2016.07.05.,518.0,23726.0
FHB,2016.07.06.,496.0,68053.0
FHB,2016.07.07.,510.0,28817.0
FHB,2016.07.08.,516.0,21738.0
FHB,2016.07.11.,529.0,12188.0
FHB,2016.07.12.,545.0,58373.0
FHB,2016.07.13.,562.0,117826.0
FHB,2016.07.14.,545.0,97036.0
FHB,2016.07.15.,535.0,15613.0
FHB,2016.07.18.,534.0,4851.0
FHB,2016.07.19.,535.0,12072.0
FHB,2016.07.20.,536.0,4281.0
FHB,2016.07.21.,537.0,19899.0
FHB,2016.07.22.,528.0,2208.0
FHB,2016.07.25.,526.0,3445.0
FHB,2016.07.26.,519.0,11830.0
FHB,2016.07.27.,525.0,3183.0
FHB,2016.07.28.,526.0,3523.0
FHB,2016.07.29.,525.0,7022.0
FHB,2016.08.01.,521.0,6986.0
FHB,2016.08.02.,504.0,23457.0
FHB,2016.08.03.,507.0,4310.0
FHB,2016.08.04.,516.0,18989.0
FHB,2016.08.05.,512.0,2330.0
FHB,2016.08.08.,520.0,13306.0
FHB,2016.08.09.,511.0,4168.0
FHB,2016.08.10.,514.0,7668.0
FHB,2016.08.11.,509.0,15729.0
FHB,2016.08.12.,508.0,13053.0
FHB,2016.08.15.,509.0,1081.0
FHB,2016.08.16.,510.0,13242.0
FHB,2016.08.17.,515.0,3992.0
FHB,2016.08.18.,515.0,3281.0
FHB,2016.08.19.,536.0,74661.0
FHB,2016.08.22.,524.0,3437.0
FHB,2016.08.23.,525.0,6008.0
FHB,2016.08.24.,523.0,3720.0
FHB,2016.08.25.,515.0,23467.0
FHB,2016.08.26.,514.0,1984.0
FHB,2016.08.29.,517.0,3412.0
FHB,2016.08.30.,530.0,34620.0
FHB,2016.08.31.,530.0,7468.0
FHB,2016.09.01.,523.0,1337.0
FHB,2016.09.02.,526.0,4689.0
FHB,2016.09.05.,521.0,4694.0
FHB,2016.09.06.,529.0,5799.0
FHB,2016.09.07.,518.0,38356.0
FHB,2016.09.08.,525.0,6057.0
FHB,2016.09.09.,526.0,1072.0
FHB,2016.09.12.,525.0,7643.0
FHB,2016.09.13.,520.0,8303.0
FHB,2016.09.14.,520.0,13761.0
FHB,2016.09.15.,520.0,2626.0
FHB,2016.09.16.,518.0,9096.0
FHB,2016.09.19.,525.0,2432.0
FHB,2016.09.20.,521.0,2772.0
FHB,2016.09.21.,525.0,3647.0
FHB,2016.09.22.,525.0,500.0
FHB,2016.09.23.,527.0,3743.0
FHB,2016.09.26.,525.0,9267.0
FHB,2016.09.27.,519.0,5392.0
FHB,2016.09.28.,519.0,8474.0
FHB,2016.09.29.,523.0,1980.0
FHB,2016.09.30.,512.0,11758.0
FHB,2016.10.03.,516.0,14900.0
FHB,2016.10.04.,515.0,12982.0
FHB,2016.10.05.,513.0,4669.0
FHB,2016.10.06.,511.0,16888.0
FHB,2016.10.07.,512.0,2431.0
FHB,2016.10.10.,509.0,15832.0
FHB,2016.10.11.,513.0,1687.0
FHB,2016.10.12.,500.0,49075.0
FHB,2016.10.13.,493.0,34226.0
FHB,2016.10.14.,499.0,4044.0
FHB,2016.10.17.,522.0,173872.0
FHB,2016.10.18.,517.0,56147.0
FHB,2016.10.19.,515.0,33246.0
FHB,2016.10.20.,504.0,64258.0
FHB,2016.10.21.,504.0,27626.0
FHB,2016.10.24.,508.0,11352.0
FHB,2016.10.25.,506.0,15399.0
FHB,2016.10.26.,506.0,21473.0
FHB,2016.10.27.,502.0,44324.0
FHB,2016.10.28.,501.0,13536.0
FHB,2016.11.02.,498.0,50161.0
FHB,2016.11.03.,526.0,181392.0
FHB,2016.11.04.,524.0,32715.0
FHB,2016.11.07.,523.0,13943.0
FHB,2016.11.08.,525.0,40555.0
FHB,2016.11.09.,519.0,28035.0
FHB,2016.11.10.,519.0,28968.0
FHB,2016.11.11.,524.0,9161.0
FHB,2016.11.14.,525.0,25768.0
FHB,2016.11.15.,534.0,142604.0
FHB,2016.11.16.,525.0,111428.0
FHB,2016.11.17.,526.0,15525.0
FHB,2016.11.18.,520.0,28768.0
FHB,2016.11.21.,513.0,29741.0
FHB,2016.11.22.,511.0,50858.0
FHB,2016.11.23.,510.0,24013.0
FHB,2016.11.24.,510.0,38759.0
FHB,2016.11.25.,511.0,42407.0
FHB,2016.11.28.,504.0,53045.0
FHB,2016.11.29.,500.0,172974.0
FHB,2016.11.30.,499.0,78408.0
FHB,2016.12.01.,498.0,57984.0
FHB,2016.12.02.,500.0,65714.0
FHB,2016.12.05.,497.0,73304.0
FHB,2016.12.06.,495.0,11140.0
FHB,2016.12.07.,497.0,61217.0
FHB,2016.12.08.,500.0,206724.0
FHB,2016.12.09.,502.0,345369.0
FHB,2016.12.12.,495.0,235469.0
FHB,2016.12.13.,490.0,108354.0
FHB,2016.12.14.,490.0,29737.0
FHB,2016.12.15.,495.0,16675.0
FHB,2016.12.16.,496.0,31318.0
FHB,2016.12.19.,491.0,58226.0
FHB,2016.12.20.,491.0,16235.0
FHB,2016.12.21.,491.0,92809.0
FHB,2016.12.22.,491.0,36624.0
FHB,2016.12.23.,491.0,94946.0
FHB,2016.12.27.,492.0,23926.0
FHB,2016.12.28.,490.0,61464.0
FHB,2016.12.29.,492.0,12928.0
FHB,2016.12.30.,495.0,28397.0
FHB,2017.01.02.,495.0,34426.0
FHB,2017.01.03.,495.0,7361.0
FHB,2017.01.04.,494.0,34003.0
FHB,2017.01.05.,493.0,61789.0
FHB,2017.01.06.,490.0,27284.0
FHB,2017.01.09.,490.0,3720.0
FHB,2017.01.10.,490.0,166609.0
FHB,2017.01.11.,488.0,97079.0
FHB,2017.01.12.,490.0,23549.0
FHB,2017.01.13.,489.0,30080.0
FHB,2017.01.16.,490.0,22959.0
FHB,2017.01.17.,489.0,16655.0
FHB,2017.01.18.,488.0,8733.0
FHB,2017.01.19.,487.0,14273.0
FHB,2017.01.20.,480.0,96627.0
FHB,2017.01.23.,480.0,1302.0
FHB,2017.01.24.,479.0,5324.0
FHB,2017.01.25.,470.0,49591.0
FHB,2017.01.26.,453.0,118705.0
FHB,2017.01.27.,452.0,107025.0
FHB,2017.01.30.,458.0,36790.0
FHB,2017.01.31.,475.0,64643.0
FHB,2017.02.01.,485.0,152671.0
FHB,2017.02.02.,488.0,70573.0
FHB,2017.02.03.,496.0,92074.0
FHB,2017.02.06.,498.0,32636.0
FHB,2017.02.07.,500.0,23678.0
FHB,2017.02.08.,508.0,68449.0
FHB,2017.02.09.,505.0,25031.0
FHB,2017.02.10.,505.0,35837.0
FHB,2017.02.13.,502.0,14631.0
FHB,2017.02.14.,496.0,34865.0
FHB,2017.02.15.,501.0,15160.0
FHB,2017.02.16.,495.0,16380.0
FHB,2017.02.17.,495.0,3803.0
FHB,2017.02.20.,497.0,6603.0
FHB,2017.02.21.,501.0,30439.0
FHB,2017.02.22.,500.0,17994.0
FHB,2017.02.23.,500.0,13538.0
FHB,2017.02.24.,492.0,37051.0
FHB,2017.02.27.,492.0,7457.0
FHB,2017.02.28.,497.0,29870.0
FHB,2017.03.01.,501.0,31907.0
FHB,2017.03.02.,511.0,221357.0
FHB,2017.03.03.,520.0,192750.0
FHB,2017.03.06.,520.0,38724.0
FHB,2017.03.07.,516.0,32590.0
FHB,2017.03.08.,511.0,30465.0
FHB,2017.03.09.,528.0,142630.0
FHB,2017.03.10.,557.0,559603.0
FHB,2017.03.13.,546.0,97602.0
FHB,2017.03.14.,543.0,38752.0
FHB,2017.03.16.,548.0,94779.0
MOL,2014.11.05.,11640.0,42722.0
MOL,2014.11.06.,11700.0,119485.0
MOL,2014.11.07.,11760.0,34177.0
MOL,2014.11.10.,11935.0,49537.0
MOL,2014.11.11.,11805.0,39777.0
MOL,2014.11.12.,11880.0,67589.0
MOL,2014.11.13.,11995.0,53047.0
MOL,2014.11.14.,12070.0,52089.0
MOL,2014.11.17.,12050.0,36013.0
MOL,2014.11.18.,12300.0,75078.0
MOL,2014.11.19.,12410.0,98401.0
MOL,2014.11.20.,12395.0,112210.0
MOL,2014.11.21.,12195.0,77816.0
MOL,2014.11.24.,12085.0,36967.0
MOL,2014.11.25.,12380.0,97197.0
MOL,2014.11.26.,12400.0,38836.0
MOL,2014.11.27.,12320.0,33975.0
MOL,2014.11.28.,11900.0,92995.0
MOL,2014.12.01.,11780.0,61871.0
MOL,2014.12.02.,11795.0,53093.0
MOL,2014.12.03.,11840.0,37767.0
MOL,2014.12.04.,11895.0,63959.0
MOL,2014.12.05.,12180.0,99893.0
MOL,2014.12.08.,12180.0,40579.0
MOL,2014.12.09.,12085.0,107706.0
MOL,2014.12.10.,11925.0,62961.0
MOL,2014.12.11.,11660.0,118918.0
MOL,2014.12.12.,11530.0,152320.0
MOL,2014.12.15.,11360.0,152927.0
MOL,2014.12.16.,10960.0,259457.0
MOL,2014.12.17.,11035.0,96719.0
MOL,2014.12.18.,11230.0,85473.0
MOL,2014.12.19.,11480.0,161770.0
MOL,2014.12.22.,11600.0,49929.0
MOL,2014.12.23.,11550.0,65275.0
MOL,2014.12.29.,11480.0,17716.0
MOL,2014.12.30.,11545.0,36911.0
MOL,2015.01.05.,11300.0,120930.0
MOL,2015.01.06.,11360.0,96899.0
MOL,2015.01.07.,11485.0,87021.0
MOL,2015.01.08.,11700.0,63816.0
MOL,2015.01.09.,11630.0,32743.0
MOL,2015.01.12.,11500.0,51258.0
MOL,2015.01.13.,11420.0,97254.0
MOL,2015.01.14.,11245.0,89154.0
MOL,2015.01.15.,10895.0,146287.0
MOL,2015.01.16.,10720.0,148764.0
MOL,2015.01.19.,10710.0,54375.0
MOL,2015.01.20.,11000.0,111831.0
MOL,2015.01.21.,11025.0,76556.0
MOL,2015.01.22.,11190.0,69908.0
MOL,2015.01.23.,11210.0,47996.0
MOL,2015.01.26.,11180.0,55731.0
MOL,2015.01.27.,11300.0,48816.0
MOL,2015.01.28.,11325.0,69226.0
MOL,2015.01.29.,11080.0,91654.0
MOL,2015.01.30.,11055.0,62226.0
MOL,2015.02.02.,11390.0,96412.0
MOL,2015.02.03.,11670.0,100316.0
MOL,2015.02.04.,11800.0,148608.0
MOL,2015.02.05.,11700.0,91510.0
MOL,2015.02.06.,11730.0,60901.0
MOL,2015.02.09.,11730.0,40091.0
MOL,2015.02.10.,11895.0,146200.0
MOL,2015.02.11.,11775.0,50381.0
MOL,2015.02.12.,11900.0,65847.0
MOL,2015.02.13.,11900.0,58268.0
MOL,2015.02.16.,11725.0,21399.0
MOL,2015.02.17.,11800.0,62865.0
MOL,2015.02.18.,11750.0,130700.0
MOL,2015.02.19.,11760.0,31463.0
MOL,2015.02.20.,11725.0,37119.0
MOL,2015.02.23.,11785.0,59627.0
MOL,2015.02.24.,12200.0,338199.0
MOL,2015.02.25.,12275.0,222759.0
MOL,2015.02.26.,12305.0,164087.0
MOL,2015.02.27.,11990.0,135409.0
MOL,2015.03.02.,11840.0,153814.0
MOL,2015.03.03.,11710.0,56393.0
MOL,2015.03.04.,11800.0,37259.0
MOL,2015.03.05.,11820.0,87991.0
