Név,Dátum,Utolsó ár,Mennyiség
MTELEKOM,2015.02.16.,372.0,113408.0
MTELEKOM,2015.02.17.,374.0,935759.0
MTELEKOM,2015.02.18.,372.0,173236.0
MTELEKOM,2015.02.19.,380.0,1746921.0
MTELEKOM,2015.02.20.,374.0,667075.0
MTELEKOM,2015.02.23.,375.0,166803.0
MTELEKOM,2015.02.24.,381.0,768599.0
MTELEKOM,2015.02.25.,380.0,1956143.0
MTELEKOM,2015.02.26.,382.0,5360942.0
MTELEKOM,2015.02.27.,383.0,1543989.0
MTELEKOM,2015.03.02.,390.0,3992407.0
MTELEKOM,2015.03.03.,397.0,4129830.0
MTELEKOM,2015.03.04.,392.0,1323725.0
MTELEKOM,2015.03.05.,396.0,253639.0
MTELEKOM,2015.03.06.,394.0,677706.0
MTELEKOM,2015.03.09.,391.0,1512961.0
MTELEKOM,2015.03.10.,392.0,1199340.0
MTELEKOM,2015.03.11.,391.0,980919.0
MTELEKOM,2015.03.12.,391.0,931499.0
MTELEKOM,2015.03.13.,381.0,1701268.0
MTELEKOM,2015.03.16.,390.0,823620.0
MTELEKOM,2015.03.17.,387.0,1261634.0
MTELEKOM,2015.03.18.,383.0,634011.0
MTELEKOM,2015.03.19.,387.0,974001.0
MTELEKOM,2015.03.20.,386.0,1181742.0
MTELEKOM,2015.03.23.,386.0,881923.0
MTELEKOM,2015.03.24.,387.0,1018960.0
MTELEKOM,2015.03.25.,415.0,6533605.0
MTELEKOM,2015.03.26.,415.0,3115416.0
MTELEKOM,2015.03.27.,417.0,2969437.0
MTELEKOM,2015.03.30.,414.0,2533901.0
MTELEKOM,2015.03.31.,412.0,1184242.0
MTELEKOM,2015.04.01.,412.0,709094.0
MTELEKOM,2015.04.02.,413.0,1807090.0
MTELEKOM,2015.04.07.,419.0,1008905.0
MTELEKOM,2015.04.08.,423.0,1748830.0
MTELEKOM,2015.04.09.,423.0,1160976.0
MTELEKOM,2015.04.10.,424.0,835644.0
MTELEKOM,2015.04.13.,430.0,945222.0
MTELEKOM,2015.04.14.,426.0,1275276.0
MTELEKOM,2015.04.15.,425.0,444981.0
MTELEKOM,2015.04.16.,428.0,396238.0
MTELEKOM,2015.04.17.,418.0,653820.0
MTELEKOM,2015.04.20.,420.0,358987.0
MTELEKOM,2015.04.21.,400.0,2578827.0
MTELEKOM,2015.04.22.,405.0,1940349.0
MTELEKOM,2015.04.23.,410.0,346808.0
MTELEKOM,2015.04.24.,410.0,708357.0
MTELEKOM,2015.04.27.,410.0,556147.0
MTELEKOM,2015.04.28.,406.0,650635.0
MTELEKOM,2015.04.29.,405.0,2241790.0
MTELEKOM,2015.04.30.,405.0,895298.0
MTELEKOM,2015.05.04.,409.0,300544.0
MTELEKOM,2015.05.05.,408.0,357562.0
MTELEKOM,2015.05.06.,410.0,1014405.0
MTELEKOM,2015.05.07.,415.0,869709.0
MTELEKOM,2015.05.08.,418.0,591741.0
MTELEKOM,2015.05.11.,419.0,1128763.0
MTELEKOM,2015.05.12.,419.0,1644688.0
MTELEKOM,2015.05.13.,415.0,1908247.0
MTELEKOM,2015.05.14.,419.0,834054.0
MTELEKOM,2015.05.15.,421.0,1027615.0
MTELEKOM,2015.05.18.,420.0,294345.0
MTELEKOM,2015.05.19.,426.0,658212.0
MTELEKOM,2015.05.20.,420.0,530493.0
MTELEKOM,2015.05.21.,423.0,810621.0
MTELEKOM,2015.05.22.,420.0,340345.0
MTELEKOM,2015.05.26.,415.0,970915.0
MTELEKOM,2015.05.27.,416.0,1218925.0
MTELEKOM,2015.05.28.,416.0,171627.0
MTELEKOM,2015.05.29.,416.0,1088626.0
MTELEKOM,2015.06.01.,421.0,559656.0
MTELEKOM,2015.06.02.,425.0,2059226.0
MTELEKOM,2015.06.03.,432.0,1491394.0
MTELEKOM,2015.06.04.,430.0,1004306.0
MTELEKOM,2015.06.05.,428.0,291806.0
MTELEKOM,2015.06.08.,430.0,1515918.0
MTELEKOM,2015.06.09.,427.0,3112030.0
MTELEKOM,2015.06.10.,423.0,1629461.0
MTELEKOM,2015.06.11.,414.0,1185073.0
MTELEKOM,2015.06.12.,413.0,641453.0
MTELEKOM,2015.06.15.,409.0,563074.0
MTELEKOM,2015.06.16.,409.0,699251.0
MTELEKOM,2015.06.17.,403.0,1297855.0
MTELEKOM,2015.06.18.,402.0,693287.0
MTELEKOM,2015.06.19.,401.0,663348.0
MTELEKOM,2015.06.22.,404.0,906291.0
MTELEKOM,2015.06.23.,408.0,1125676.0
MTELEKOM,2015.06.24.,402.0,1028149.0
MTELEKOM,2015.06.25.,401.0,2452373.0
MTELEKOM,2015.06.26.,400.0,2541850.0
MTELEKOM,2015.06.29.,395.0,1102589.0
MTELEKOM,2015.06.30.,395.0,1037445.0
MTELEKOM,2015.07.01.,398.0,1156742.0
MTELEKOM,2015.07.02.,395.0,326029.0
MTELEKOM,2015.07.03.,395.0,495157.0
MTELEKOM,2015.07.06.,399.0,240244.0
MTELEKOM,2015.07.07.,397.0,823213.0
MTELEKOM,2015.07.08.,396.0,333337.0
MTELEKOM,2015.07.09.,392.0,823611.0
MTELEKOM,2015.07.10.,394.0,758789.0
MTELEKOM,2015.07.13.,393.0,604204.0
MTELEKOM,2015.07.14.,396.0,450837.0
MTELEKOM,2015.07.15.,393.0,1140549.0
MTELEKOM,2015.07.16.,394.0,2878018.0
MTELEKOM,2015.07.17.,398.0,1178649.0
MTELEKOM,2015.07.20.,400.0,1969247.0
MTELEKOM,2015.07.21.,403.0,1728487.0
MTELEKOM,2015.07.22.,404.0,1608552.0
MTELEKOM,2015.07.23.,405.0,1923763.0
MTELEKOM,2015.07.24.,409.0,494647.0
MTELEKOM,2015.07.27.,404.0,1035447.0
MTELEKOM,2015.07.28.,401.0,802116.0
MTELEKOM,2015.07.29.,404.0,1145833.0
MTELEKOM,2015.07.30.,404.0,1030780.0
MTELEKOM,2015.07.31.,406.0,695764.0
MTELEKOM,2015.08.03.,411.0,555667.0
MTELEKOM,2015.08.04.,409.0,1144327.0
MTELEKOM,2015.08.05.,413.0,1654566.0
MTELEKOM,2015.08.06.,412.0,2752118.0
MTELEKOM,2015.08.07.,409.0,349373.0
MTELEKOM,2015.08.10.,411.0,530381.0
MTELEKOM,2015.08.11.,409.0,1279081.0
MTELEKOM,2015.08.12.,405.0,1634962.0
MTELEKOM,2015.08.13.,408.0,283050.0
MTELEKOM,2015.08.14.,406.0,391340.0
MTELEKOM,2015.08.17.,404.0,102311.0
MTELEKOM,2015.08.18.,400.0,778706.0
MTELEKOM,2015.08.19.,397.0,1028821.0
MTELEKOM,2015.08.24.,382.0,2887279.0
MTELEKOM,2015.08.25.,388.0,795308.0
MTELEKOM,2015.08.26.,389.0,444069.0
MTELEKOM,2015.08.27.,395.0,666067.0
MTELEKOM,2015.08.28.,395.0,347013.0
MTELEKOM,2015.08.31.,398.0,502290.0
MTELEKOM,2015.09.01.,393.0,1114752.0
MTELEKOM,2015.09.02.,391.0,1106754.0
MTELEKOM,2015.09.03.,397.0,333442.0
MTELEKOM,2015.09.04.,394.0,247558.0
MTELEKOM,2015.09.07.,393.0,132024.0
MTELEKOM,2015.09.08.,391.0,90865.0
MTELEKOM,2015.09.09.,390.0,341844.0
MTELEKOM,2015.09.10.,389.0,388201.0
MTELEKOM,2015.09.11.,390.0,152484.0
MTELEKOM,2015.09.14.,394.0,113812.0
MTELEKOM,2015.09.15.,396.0,429313.0
MTELEKOM,2015.09.16.,396.0,894168.0
MTELEKOM,2015.09.17.,392.0,785748.0
MTELEKOM,2015.09.18.,386.0,880677.0
MTELEKOM,2015.09.21.,387.0,910646.0
MTELEKOM,2015.09.22.,381.0,828608.0
MTELEKOM,2015.09.23.,379.0,814835.0
MTELEKOM,2015.09.24.,380.0,768222.0
MTELEKOM,2015.09.25.,386.0,309627.0
MTELEKOM,2015.09.28.,386.0,269196.0
MTELEKOM,2015.09.29.,386.0,308584.0
MTELEKOM,2015.09.30.,390.0,349637.0
MTELEKOM,2015.10.01.,388.0,364098.0
MTELEKOM,2015.10.02.,388.0,453615.0
MTELEKOM,2015.10.05.,391.0,363811.0
MTELEKOM,2015.10.06.,396.0,233282.0
MTELEKOM,2015.10.07.,397.0,884980.0
MTELEKOM,2015.10.08.,397.0,413894.0
MTELEKOM,2015.10.09.,397.0,241897.0
MTELEKOM,2015.10.12.,399.0,199571.0
MTELEKOM,2015.10.13.,396.0,374857.0
MTELEKOM,2015.10.14.,389.0,1036718.0
MTELEKOM,2015.10.15.,387.0,1057763.0
MTELEKOM,2015.10.16.,386.0,1153370.0
MTELEKOM,2015.10.19.,386.0,437203.0
MTELEKOM,2015.10.20.,382.0,2733885.0
MTELEKOM,2015.10.21.,382.0,1331506.0
MTELEKOM,2015.10.22.,382.0,972515.0
MTELEKOM,2015.10.26.,382.0,1932020.0
MTELEKOM,2015.10.27.,384.0,1964475.0
MTELEKOM,2015.10.28.,387.0,572935.0
MTELEKOM,2015.10.29.,390.0,1898326.0
MTELEKOM,2015.10.30.,392.0,751609.0
MTELEKOM,2015.11.02.,393.0,637435.0
MTELEKOM,2015.11.03.,393.0,1168913.0
MTELEKOM,2015.11.04.,392.0,1920230.0
MTELEKOM,2015.11.05.,392.0,929304.0
MTELEKOM,2015.11.06.,393.0,359907.0
MTELEKOM,2015.11.09.,393.0,666942.0
MTELEKOM,2015.11.10.,389.0,1114183.0
MTELEKOM,2015.11.11.,391.0,446681.0
MTELEKOM,2015.11.12.,398.0,790845.0
MTELEKOM,2015.11.13.,395.0,266069.0
MTELEKOM,2015.11.16.,406.0,2464823.0
MTELEKOM,2015.11.17.,410.0,1791049.0
MTELEKOM,2015.11.18.,409.0,738137.0
MTELEKOM,2015.11.19.,409.0,1971775.0
MTELEKOM,2015.11.20.,411.0,527543.0
MTELEKOM,2015.11.23.,411.0,427685.0
MTELEKOM,2015.11.24.,407.0,312517.0
MTELEKOM,2015.11.25.,404.0,480588.0
MTELEKOM,2015.11.26.,408.0,389893.0
MTELEKOM,2015.11.27.,407.0,279225.0
MTELEKOM,2015.11.30.,402.0,902124.0
MTELEKOM,2015.12.01.,404.0,426486.0
MTELEKOM,2015.12.02.,404.0,311895.0
MTELEKOM,2015.12.03.,412.0,2714729.0
MTELEKOM,2015.12.04.,417.0,517094.0
MTELEKOM,2015.12.07.,414.0,532355.0
MTELEKOM,2015.12.08.,411.0,365716.0
MTELEKOM,2015.12.09.,410.0,740970.0
MTELEKOM,2015.12.10.,414.0,1139857.0
MTELEKOM,2015.12.11.,409.0,1957506.0
MTELEKOM,2015.12.14.,409.0,946503.0
MTELEKOM,2015.12.15.,405.0,537021.0
MTELEKOM,2015.12.16.,405.0,1054387.0
MTELEKOM,2015.12.17.,397.0,6342887.0
MTELEKOM,2015.12.18.,401.0,1645309.0
MTELEKOM,2015.12.21.,402.0,375583.0
MTELEKOM,2015.12.22.,400.0,352581.0
MTELEKOM,2015.12.23.,405.0,345424.0
MTELEKOM,2015.12.28.,408.0,680063.0
MTELEKOM,2015.12.29.,410.0,321805.0
MTELEKOM,2015.12.30.,406.0,166933.0
MTELEKOM,2016.01.04.,406.0,389774.0
MTELEKOM,2016.01.05.,407.0,619857.0
MTELEKOM,2016.01.06.,409.0,495858.0
MTELEKOM,2016.01.07.,405.0,778557.0
MTELEKOM,2016.01.08.,405.0,174621.0
MTELEKOM,2016.01.11.,405.0,1191182.0
MTELEKOM,2016.01.12.,408.0,446417.0
MTELEKOM,2016.01.13.,406.0,644752.0
MTELEKOM,2016.01.14.,401.0,1684905.0
MTELEKOM,2016.01.15.,400.0,1386092.0
MTELEKOM,2016.01.18.,397.0,885480.0
MTELEKOM,2016.01.19.,400.0,301489.0
MTELEKOM,2016.01.20.,395.0,1233213.0
MTELEKOM,2016.01.21.,398.0,526757.0
MTELEKOM,2016.01.22.,396.0,657372.0
MTELEKOM,2016.01.25.,397.0,200616.0
MTELEKOM,2016.01.26.,396.0,386159.0
MTELEKOM,2016.01.27.,397.0,336714.0
MTELEKOM,2016.01.28.,395.0,472136.0
MTELEKOM,2016.01.29.,396.0,851999.0
MTELEKOM,2016.02.01.,397.0,938824.0
MTELEKOM,2016.02.02.,396.0,869908.0
MTELEKOM,2016.02.03.,395.0,710512.0
MTELEKOM,2016.02.04.,394.0,1438180.0
MTELEKOM,2016.02.05.,394.0,536581.0
MTELEKOM,2016.02.08.,393.0,406114.0
MTELEKOM,2016.02.09.,391.0,1549162.0
MTELEKOM,2016.02.10.,390.0,810532.0
MTELEKOM,2016.02.11.,387.0,835863.0
MTELEKOM,2016.02.12.,387.0,1134850.0
MTELEKOM,2016.02.15.,394.0,859010.0
MTELEKOM,2016.02.16.,393.0,1247543.0
MTELEKOM,2016.02.17.,395.0,993581.0
MTELEKOM,2016.02.18.,400.0,1004176.0
MTELEKOM,2016.02.19.,404.0,1493209.0
MTELEKOM,2016.02.22.,409.0,1509771.0
MTELEKOM,2016.02.23.,414.0,1542159.0
MTELEKOM,2016.02.24.,410.0,1389970.0
MTELEKOM,2016.02.25.,429.0,6160490.0
MTELEKOM,2016.02.26.,432.0,2768562.0
MTELEKOM,2016.02.29.,427.0,1758329.0
MTELEKOM,2016.03.01.,441.0,5334285.0
MTELEKOM,2016.03.02.,439.0,2487492.0
MTELEKOM,2016.03.03.,440.0,1260024.0
MTELEKOM,2016.03.04.,444.0,2423345.0
MTELEKOM,2016.03.07.,447.0,2049028.0
MTELEKOM,2016.03.08.,444.0,2932920.0
MTELEKOM,2016.03.09.,440.0,2103343.0
MTELEKOM,2016.03.10.,436.0,2101206.0
MTELEKOM,2016.03.11.,436.0,1726331.0
MTELEKOM,2016.03.16.,440.0,2383024.0
MTELEKOM,2016.03.17.,438.0,1882782.0
MTELEKOM,2016.03.18.,440.0,3209456.0
MTELEKOM,2016.03.21.,438.0,2236244.0
MTELEKOM,2016.03.22.,440.0,3559890.0
MTELEKOM,2016.03.23.,440.0,1435937.0
MTELEKOM,2016.03.24.,439.0,1817498.0
MTELEKOM,2016.03.29.,441.0,1490176.0
MTELEKOM,2016.03.30.,452.0,2393611.0
MTELEKOM,2016.03.31.,456.0,2130726.0
MTELEKOM,2016.04.01.,459.0,2352306.0
MTELEKOM,2016.04.04.,459.0,765161.0
MTELEKOM,2016.04.05.,458.0,1140061.0
MTELEKOM,2016.04.06.,469.0,2249214.0
MTELEKOM,2016.04.07.,470.0,1521840.0
MTELEKOM,2016.04.08.,470.0,884648.0
MTELEKOM,2016.04.11.,469.0,1561230.0
MTELEKOM,2016.04.12.,463.0,1468044.0
MTELEKOM,2016.04.13.,467.0,922069.0
MTELEKOM,2016.04.14.,471.0,871946.0
MTELEKOM,2016.04.15.,473.0,820906.0
MTELEKOM,2016.04.18.,470.0,498532.0
MTELEKOM,2016.04.19.,470.0,792658.0
MTELEKOM,2016.04.20.,469.0,610377.0
MTELEKOM,2016.04.21.,465.0,554178.0
MTELEKOM,2016.04.22.,468.0,210404.0
MTELEKOM,2016.04.25.,470.0,228357.0
MTELEKOM,2016.04.26.,468.0,427713.0
MTELEKOM,2016.04.27.,470.0,658475.0
MTELEKOM,2016.04.28.,471.0,515574.0
MTELEKOM,2016.04.29.,473.0,805905.0
MTELEKOM,2016.05.02.,474.0,1295468.0
MTELEKOM,2016.05.03.,471.0,1246170.0
MTELEKOM,2016.05.04.,462.0,2110954.0
MTELEKOM,2016.05.05.,470.0,1020704.0
MTELEKOM,2016.05.06.,465.0,805794.0
MTELEKOM,2016.05.09.,466.0,686539.0
MTELEKOM,2016.05.10.,465.0,1162732.0
MTELEKOM,2016.05.11.,467.0,2229940.0
MTELEKOM,2016.05.12.,455.0,1334407.0
MTELEKOM,2016.05.13.,454.0,484421.0
MTELEKOM,2016.05.17.,452.0,1301725.0
MTELEKOM,2016.05.18.,447.0,1876439.0
MTELEKOM,2016.05.19.,438.0,2037890.0
MTELEKOM,2016.05.20.,446.0,746134.0
MTELEKOM,2016.05.23.,451.0,778611.0
MTELEKOM,2016.05.24.,456.0,1419595.0
MTELEKOM,2016.05.25.,456.0,506281.0
MTELEKOM,2016.05.26.,458.0,424412.0
MTELEKOM,2016.05.27.,459.0,769879.0
MTELEKOM,2016.05.30.,458.0,180006.0
MTELEKOM,2016.05.31.,452.0,809867.0
MTELEKOM,2016.06.01.,457.0,515035.0
MTELEKOM,2016.06.02.,459.0,839797.0
MTELEKOM,2016.06.03.,453.0,406796.0
MTELEKOM,2016.06.06.,451.0,248326.0
MTELEKOM,2016.06.07.,450.0,859416.0
MTELEKOM,2016.06.08.,446.0,544431.0
MTELEKOM,2016.06.09.,447.0,479434.0
MTELEKOM,2016.06.10.,442.0,233384.0
MTELEKOM,2016.06.13.,436.0,1022139.0
MTELEKOM,2016.06.14.,429.0,1577752.0
MTELEKOM,2016.06.15.,435.0,701008.0
MTELEKOM,2016.06.16.,433.0,361874.0
MTELEKOM,2016.06.17.,435.0,1176638.0
MTELEKOM,2016.06.20.,445.0,511004.0
MTELEKOM,2016.06.21.,444.0,645794.0
MTELEKOM,2016.06.22.,451.0,660723.0
MTELEKOM,2016.06.23.,455.0,597549.0
MTELEKOM,2016.06.24.,439.0,1822001.0
MTELEKOM,2016.06.27.,436.0,1022891.0
MTELEKOM,2016.06.28.,444.0,862163.0
MTELEKOM,2016.06.29.,445.0,1063017.0
MTELEKOM,2016.06.30.,446.0,1323286.0
MTELEKOM,2016.07.01.,439.0,813263.0
MTELEKOM,2016.07.04.,436.0,567772.0
MTELEKOM,2016.07.05.,437.0,515067.0
MTELEKOM,2016.07.06.,433.0,921347.0
MTELEKOM,2016.07.07.,435.0,3692527.0
MTELEKOM,2016.07.08.,435.0,1258310.0
MTELEKOM,2016.07.11.,438.0,1237990.0
MTELEKOM,2016.07.12.,445.0,1564378.0
MTELEKOM,2016.07.13.,447.0,3115459.0
MTELEKOM,2016.07.14.,448.0,1070512.0
MTELEKOM,2016.07.15.,448.0,742001.0
MTELEKOM,2016.07.18.,447.0,1077511.0
MTELEKOM,2016.07.19.,445.0,1298818.0
MTELEKOM,2016.07.20.,445.0,1057307.0
MTELEKOM,2016.07.21.,444.0,874997.0
MTELEKOM,2016.07.22.,446.0,649875.0
MTELEKOM,2016.07.25.,448.0,569290.0
MTELEKOM,2016.07.26.,446.0,406000.0
MTELEKOM,2016.07.27.,444.0,1385885.0
MTELEKOM,2016.07.28.,447.0,750615.0
MTELEKOM,2016.07.29.,445.0,1653503.0
MTELEKOM,2016.08.01.,446.0,358819.0
MTELEKOM,2016.08.02.,443.0,851831.0
MTELEKOM,2016.08.03.,446.0,761462.0
MTELEKOM,2016.08.04.,445.0,690359.0
MTELEKOM,2016.08.05.,445.0,717885.0
MTELEKOM,2016.08.08.,438.0,424936.0
MTELEKOM,2016.08.09.,436.0,751835.0
MTELEKOM,2016.08.10.,431.0,1945857.0
MTELEKOM,2016.08.11.,435.0,839357.0
MTELEKOM,2016.08.12.,441.0,470877.0
MTELEKOM,2016.08.15.,438.0,198428.0
MTELEKOM,2016.08.16.,436.0,354708.0
MTELEKOM,2016.08.17.,440.0,289555.0
MTELEKOM,2016.08.18.,441.0,373535.0
MTELEKOM,2016.08.19.,436.0,185187.0
MTELEKOM,2016.08.22.,437.0,207508.0
MTELEKOM,2016.08.23.,437.0,434343.0
MTELEKOM,2016.08.24.,433.0,841861.0
MTELEKOM,2016.08.25.,435.0,528904.0
MTELEKOM,2016.08.26.,435.0,278884.0
MTELEKOM,2016.08.29.,435.0,373902.0
MTELEKOM,2016.08.30.,433.0,438041.0
MTELEKOM,2016.08.31.,433.0,854757.0
MTELEKOM,2016.09.01.,432.0,1282780.0
MTELEKOM,2016.09.02.,436.0,2049146.0
MTELEKOM,2016.09.05.,438.0,484533.0
MTELEKOM,2016.09.06.,444.0,888505.0
MTELEKOM,2016.09.07.,447.0,943867.0
MTELEKOM,2016.09.08.,451.0,1301663.0
MTELEKOM,2016.09.09.,450.0,692219.0
MTELEKOM,2016.09.12.,447.0,676853.0
MTELEKOM,2016.09.13.,445.0,600828.0
MTELEKOM,2016.09.14.,443.0,1028842.0
MTELEKOM,2016.09.15.,445.0,871834.0
MTELEKOM,2016.09.16.,450.0,1414314.0
MTELEKOM,2016.09.19.,454.0,1218026.0
MTELEKOM,2016.09.20.,450.0,561434.0
MTELEKOM,2016.09.21.,450.0,493367.0
MTELEKOM,2016.09.22.,452.0,600728.0
MTELEKOM,2016.09.23.,454.0,349869.0
MTELEKOM,2016.09.26.,447.0,636456.0
MTELEKOM,2016.09.27.,449.0,710248.0
MTELEKOM,2016.09.28.,452.0,545451.0
MTELEKOM,2016.09.29.,448.0,771193.0
MTELEKOM,2016.09.30.,450.0,1014662.0
MTELEKOM,2016.10.03.,450.0,594588.0
MTELEKOM,2016.10.04.,450.0,399894.0
MTELEKOM,2016.10.05.,452.0,697340.0
MTELEKOM,2016.10.06.,456.0,543980.0
MTELEKOM,2016.10.07.,461.0,1158046.0
MTELEKOM,2016.10.10.,459.0,642956.0
MTELEKOM,2016.10.11.,455.0,492039.0
MTELEKOM,2016.10.12.,453.0,542696.0
MTELEKOM,2016.10.13.,450.0,560247.0
MTELEKOM,2016.10.14.,453.0,366028.0
MTELEKOM,2016.10.17.,458.0,495563.0
MTELEKOM,2016.10.18.,457.0,818662.0
MTELEKOM,2016.10.19.,461.0,844449.0
MTELEKOM,2016.10.20.,463.0,992714.0
MTELEKOM,2016.10.21.,467.0,4085074.0
MTELEKOM,2016.10.24.,472.0,852175.0
MTELEKOM,2016.10.25.,467.0,1221581.0
MTELEKOM,2016.10.26.,470.0,289374.0
MTELEKOM,2016.10.27.,467.0,488730.0
MTELEKOM,2016.10.28.,465.0,359589.0
MTELEKOM,2016.11.02.,461.0,717215.0
MTELEKOM,2016.11.03.,467.0,351937.0
MTELEKOM,2016.11.04.,470.0,842872.0
MTELEKOM,2016.11.07.,484.0,3093588.0
MTELEKOM,2016.11.08.,486.0,2321657.0
MTELEKOM,2016.11.09.,486.0,2745055.0
MTELEKOM,2016.11.10.,484.0,3168295.0
MTELEKOM,2016.11.11.,483.0,1096541.0
MTELEKOM,2016.11.14.,480.0,1558708.0
MTELEKOM,2016.11.15.,479.0,1093277.0
MTELEKOM,2016.11.16.,479.0,644414.0
MTELEKOM,2016.11.17.,485.0,2480812.0
MTELEKOM,2016.11.18.,481.0,923301.0
MTELEKOM,2016.11.21.,485.0,415956.0
MTELEKOM,2016.11.22.,487.0,678461.0
MTELEKOM,2016.11.23.,496.0,2518497.0
MTELEKOM,2016.11.24.,492.0,933468.0
MTELEKOM,2016.11.25.,495.0,882370.0
MTELEKOM,2016.11.28.,492.0,281576.0
MTELEKOM,2016.11.29.,487.0,1005803.0
MTELEKOM,2016.11.30.,492.0,1074443.0
MTELEKOM,2016.12.01.,488.0,588506.0
MTELEKOM,2016.12.02.,484.0,835851.0
MTELEKOM,2016.12.05.,489.0,643825.0
MTELEKOM,2016.12.06.,487.0,513279.0
MTELEKOM,2016.12.07.,484.0,1263628.0
MTELEKOM,2016.12.08.,487.0,2424788.0
MTELEKOM,2016.12.09.,488.0,759769.0
MTELEKOM,2016.12.12.,489.0,466034.0
MTELEKOM,2016.12.13.,489.0,1092322.0
MTELEKOM,2016.12.14.,486.0,1347659.0
MTELEKOM,2016.12.15.,489.0,704886.0
MTELEKOM,2016.12.16.,491.0,1923487.0
MTELEKOM,2016.12.19.,491.0,498045.0
MTELEKOM,2016.12.20.,488.0,781666.0
MTELEKOM,2016.12.21.,490.0,471795.0
MTELEKOM,2016.12.22.,495.0,1751883.0
MTELEKOM,2016.12.23.,496.0,696419.0
MTELEKOM,2016.12.27.,496.0,1683005.0
MTELEKOM,2016.12.28.,497.0,375521.0
MTELEKOM,2016.12.29.,497.0,556820.0
MTELEKOM,2016.12.30.,498.0,642408.0
MTELEKOM,2017.01.02.,502.0,1490342.0
MTELEKOM,2017.01.03.,506.0,1247095.0
MTELEKOM,2017.01.04.,512.0,2463795.0
MTELEKOM,2017.01.05.,508.0,1381418.0
MTELEKOM,2017.01.06.,511.0,857494.0
MTELEKOM,2017.01.09.,510.0,432665.0
MTELEKOM,2017.01.10.,516.0,4785781.0
MTELEKOM,2017.01.11.,512.0,3074485.0
MTELEKOM,2017.01.12.,509.0,2388839.0
MTELEKOM,2017.01.13.,503.0,3372294.0
MTELEKOM,2017.01.16.,509.0,1655609.0
MTELEKOM,2017.01.17.,504.0,1081100.0
MTELEKOM,2017.01.18.,509.0,1174650.0
MTELEKOM,2017.01.19.,505.0,814815.0
MTELEKOM,2017.01.20.,509.0,1163841.0
MTELEKOM,2017.01.23.,508.0,199953.0
MTELEKOM,2017.01.24.,514.0,1062258.0
MTELEKOM,2017.01.25.,519.0,2083865.0
MTELEKOM,2017.01.26.,517.0,1117407.0
MTELEKOM,2017.01.27.,515.0,696431.0
MTELEKOM,2017.01.30.,513.0,554642.0
MTELEKOM,2017.01.31.,513.0,1537181.0
MTELEKOM,2017.02.01.,515.0,600497.0
MTELEKOM,2017.02.02.,511.0,869106.0
MTELEKOM,2017.02.03.,514.0,1356090.0
MTELEKOM,2017.02.06.,511.0,865055.0
MTELEKOM,2017.02.07.,517.0,936034.0
MTELEKOM,2017.02.08.,512.0,601289.0
MTELEKOM,2017.02.09.,519.0,939958.0
MTELEKOM,2017.02.10.,516.0,914728.0
MTELEKOM,2017.02.13.,517.0,912149.0
MTELEKOM,2017.02.14.,519.0,1518892.0
MTELEKOM,2017.02.15.,525.0,2058830.0
MTELEKOM,2017.02.16.,525.0,1462405.0
MTELEKOM,2017.02.17.,522.0,1602840.0
MTELEKOM,2017.02.20.,522.0,994395.0
MTELEKOM,2017.02.21.,521.0,1296084.0
MTELEKOM,2017.02.22.,523.0,1124832.0
MTELEKOM,2017.02.23.,503.0,7812804.0
MTELEKOM,2017.02.24.,490.0,8817938.0
MTELEKOM,2017.02.27.,495.0,1935980.0
MTELEKOM,2017.02.28.,490.0,1811420.0
MTELEKOM,2017.03.01.,502.0,1707690.0
MTELEKOM,2017.03.02.,501.0,1524211.0
MTELEKOM,2017.03.03.,498.0,1098496.0
MTELEKOM,2017.03.06.,501.0,1664740.0
MTELEKOM,2017.03.07.,500.0,1533938.0
MTELEKOM,2017.03.08.,500.0,684658.0
MTELEKOM,2017.03.09.,502.0,797896.0
MTELEKOM,2017.03.10.,501.0,400106.0
MTELEKOM,2017.03.13.,501.0,577221.0
MTELEKOM,2017.03.14.,495.0,1548100.0
MTELEKOM,2017.03.16.,491.0,3570720.0
